i,sect,over_sati_with,comp_with_whic,comp_inte_with,trus_exte_of,prof_exte_of,bran_bran_outl,comp_exte_of,ease_of_doin,proc_and_proc,cust_focu_inno,enga_with_cust,orde_of_impo,orde_of_impo_1,orde_of_impo_2,orde_of_impo_3,orde_of_impo_4,orde_of_impo_5,orde_of_impo_6,orde_of_impo_7,impr_on_cust,pref_of_serv,sati_diss,like_to_reco,mean_of_inte,chan_of_inte,gend,ag,regi,high_educ,inco,nati,awar_of_surv,company_id,impr_on_cust_sentiment,nps_category,age_category,income_category
15853,3,0.8571428571428571,ARM PENSION,ARM PENSION,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.5,0.125,0.25,0.375,0.625,0.75,0.875,Customers are not given the attention they need,4,6,9,Digital Channels,"Social Media,Email,Text/Over the Phone,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,"From Friend, Colleague/Family",COMP_00111,NEGATIVE,promoter,Mid-Level Professionals,Middle-High Income
10758,634,0.7142857142857143,"KingMakers Limited (BetKing),",KINGMAKERS LIMITED (BETKING),0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.875,1.0,0.125,0.25,0.75,0.5,0.375,0.625,Good,6,6,8,Both Digital and Traditional Channels,"Mobile App,Website,In Person,",Male,35 - 39,Kaduna,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09DA029,COMP_00786,POSITIVE,passive,Mid-Career,Low Income
17705,632,0.7142857142857143,"Adron Homes,",ADRON HOMES,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.875,0.625,0.125,0.25,0.5,1.0,0.75,0.375,Good,5,5,7,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ejeh Joan 4EJ014,COMP_00040,POSITIVE,passive,Mid-Level Professionals,No Income / Not Earning
12564,4,0.5714285714285714,"EKO Hospital, lagos,Lagoon hospital,Lagos,","LAGOON HOSPITAL,LAGOS",0.5714285714285714,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.125,0.5,0.25,0.375,0.625,0.75,0.875,1.0,Somewhat impressed,2,2,2,Digital Channels,"Text/Over the Phone,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N80,000 - N99,000",Nigerian,7IA004,COMP_00812,POSITIVE,detractor,Mid-Level Professionals,Lower-Middle Income
10761,6,0.5714285714285714,"ENUGU ELECTRICITY DISTRIBUTION COMPANY [EEDC],",ENUGU ELECTRICITY DISTRIBUTION COMPANY [EEDC],0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.625,0.5,1.0,0.75,0.375,0.25,0.875,0.125,Fair,5,3,3,Both Digital and Traditional Channels,"In Person,",Male,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,8GA052,COMP_00410,POSITIVE,detractor,Early Career,Lower-Middle Income
10762,6,0.5714285714285714,"ENUGU ELECTRICITY DISTRIBUTION COMPANY [EEDC],",ENUGU ELECTRICITY DISTRIBUTION COMPANY [EEDC],0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.625,0.5,1.0,0.75,0.375,0.25,0.875,0.125,Fair,5,3,3,Both Digital and Traditional Channels,"In Person,",Male,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,8GA052,COMP_00410,POSITIVE,detractor,Early Career,Lower-Middle Income
10763,8,0.5714285714285714,"Nigeria Police Force (NPF),",NIGERIA POLICE FORCE (NPF),0.14285714285714285,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.125,0.5,0.25,0.375,0.625,0.75,0.875,1.0,unresolved complain with high charges,7,4,0,Traditional Channels,"In Person,",Female,25 - 29,Kaduna,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N80,000 - N99,000",Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_01006,NEGATIVE,detractor,Early Career,Lower-Middle Income
10837,633,0.42857142857142855,"BOWEN UNIVERSITY [BU],",BOWEN UNIVERSITY [BU],0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5,0.25,0.375,0.625,0.75,0.875,1.0,0.125,Impressive,3,3,6,Digital Channels,"Email,",Male,35 - 39,Osun,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,Via Whatsapp Group,COMP_00199,POSITIVE,detractor,Mid-Career,Low Income
18292,632,0.7142857142857143,"Adron Homes,",ADRON HOMES,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.375,0.125,0.625,0.875,0.5,0.25,0.75,The real estate sector is helping the average Nigerian afford comfortable housing and its commendable,7,6,9,Both Digital and Traditional Channels,"Website,Social Media,",Male,30 - 34,Plateau,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N61,000 - N79,000",Nigerian,,COMP_00040,POSITIVE,promoter,Mid-Level Professionals,Lower-Middle Income
19800,4,0.7142857142857143,"EKO Hospital, lagos,Lagoon hospital,Lagos,","EKO HOSPITAL, LAGOS",0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,1.0,0.5,0.25,0.375,0.625,0.75,0.125,0.875,Good but can do better.,7,4,6,Traditional Channels,"In Person,In Writing,",Female,35 - 39,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N200,000 - N300,000",Nigerian,OKORIE JANE OKENWA BCCS2024,COMP_00399,POSITIVE,detractor,Mid-Career,Middle-High Income
10767,6,0.14285714285714285,"JOS ELECTRICITY DISTRIBUTION COMPANY [JED],",JOS ELECTRICITY DISTRIBUTION COMPANY [JED],0.14285714285714285,1.0,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.8571428571428571,0.125,0.875,1.0,0.375,0.75,0.625,0.5,0.25,They are not giving back to the customers what is comensorate with their money,7,2,1,Digital Channels,"Website,",Male,25 - 29,Benue,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Student/Dependent,Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00740,NEGATIVE,detractor,Early Career,No Income / Not Earning
10768,6,0.5714285714285714,"KADUNA ELECTRICITY DISTRIBUTION COMPANY [KAEDC],",KADUNA ELECTRICITY DISTRIBUTION COMPANY [KAEDC],0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.75,1.0,0.625,0.5,0.875,0.375,0.125,0.25,Fair,7,3,5,Traditional Channels,"In Person,",Male,35 - 39,Kaduna,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09DA029,COMP_00753,POSITIVE,detractor,Mid-Career,Low Income
10769,6,0.8571428571428571,"KADUNA ELECTRICITY DISTRIBUTION COMPANY [KAEDC],",KADUNA ELECTRICITY DISTRIBUTION COMPANY [KAEDC],0.8571428571428571,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.125,0.5,0.25,0.375,0.625,0.75,0.875,1.0,Distribution has been lasting up to 18hrs,5,5,5,Both Digital and Traditional Channels,"In Person,",Female,25 - 29,Kaduna,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N80,000 - N99,000",Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00753,NEUTRAL,detractor,Early Career,Lower-Middle Income
10770,9,0.8571428571428571,"Chicken republic ,Mr Biggs,Tantalizer's,Sweet Sensation,",CHICKEN REPUBLICAN,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.375,0.25,0.5,0.125,0.625,0.75,0.875,Satisfactory,7,7,10,Both Digital and Traditional Channels,"In Person,",Female,25 - 29,Niger,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,13LO040,COMP_00248,POSITIVE,promoter,Early Career,Income not fixed
10771,8,0.7142857142857143,"Fed Road Safety Comm (FRSC),",FED ROAD SAFETY COMM (FRSC),0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5,0.625,0.125,0.375,0.875,0.75,0.25,1.0,Good,6,3,5,Traditional Channels,"In Person,",Male,35 - 39,Kaduna,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09DA029,COMP_00436,POSITIVE,detractor,Mid-Career,Low Income
13467,633,0.5714285714285714,"BOWEN UNIVERSITY [BU],",BOWEN UNIVERSITY [BU],0.7142857142857143,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.625,0.5,0.125,0.25,0.375,0.75,1.0,0.875,Lack of sympathy,5,4,6,Digital Channels,"Email,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,,COMP_00199,NEGATIVE,detractor,Early Career,Lower-Middle Income
19947,1,0.42857142857142855,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]STERLING BANK,UNITED BANK FOR AFRICA [UBA]",STERLING BANK,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.375,0.625,0.125,0.875,0.25,1.0,0.75,0.5,,7,4,5,Both Digital and Traditional Channels,"Mobile App,Email,Text/Over the Phone,Website,Webchat,In Person,",Female,30 - 34,Lagos,Ond/Pre Degree/Diploma,Above N1m,Nigerian,ADAOBI MORONKE EZULIKE BCCS2024,COMP_01357,NEUTRAL,detractor,Mid-Level Professionals,High Income
10774,2,0.42857142857142855,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.375,1.0,0.125,0.5,0.75,0.625,0.25,0.875,Fair,7,3,4,Both Digital and Traditional Channels,"Social Media,In Person,Website,",Male,35 - 39,Kaduna,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09DA029,COMP_00916,POSITIVE,detractor,Mid-Career,Low Income
15620,1,0.8571428571428571,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]UNION BANK,FIRST BANK OF NIGERIA [FBNBANK],",ACCESS BANK,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.7142857142857143,0.5,0.75,0.125,0.375,0.875,1.0,0.25,0.625,Services,5,6,9,Both Digital and Traditional Channels,"Mobile App,Email,Social Media,In Person,",Female,25 - 29,Abuja,Ond/Pre Degree/Diploma,Student/Dependent,Nigerian,11RU017,COMP_00028,NEUTRAL,promoter,Early Career,No Income / Not Earning
20550,4,0.8571428571428571,"EKO Hospital, lagos,Lagoon hospital,Lagos,","EKO HOSPITAL, LAGOS",0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.375,0.625,0.125,0.5,0.75,0.875,0.25,1.0,Average,7,5,6,Both Digital and Traditional Channels,"Email,Website,In Person,",Male,40 - 49,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N300,000 - N500,000",Nigerian,Ikpe Daniel BCCS2024,COMP_00399,NEUTRAL,detractor,Experienced Professionals,Middle-High Income
15244,633,0.5714285714285714,"BOWEN UNIVERSITY [BU],",BOWEN UNIVERSITY [BU],0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.25,0.5,0.125,0.625,0.375,0.75,0.875,1.0,Good,5,4,4,Digital Channels,"Social Media,",Female,18 - 24,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Student/Dependent,Nigerian,13OV023,COMP_00199,POSITIVE,detractor,Young Adults,No Income / Not Earning
10778,9,0.7142857142857143,"Millennium Park Abuja,",MILLENNIUM PARK ABUJA,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.625,0.25,0.5,1.0,0.125,0.375,0.875,0.75,Absolutely fantastic,5,6,10,Traditional Channels,"In Person,",Male,30 - 34,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,8SO006,COMP_00909,POSITIVE,promoter,Mid-Level Professionals,Lower-Middle Income
18875,1,0.8571428571428571,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]UNION BANK,FIRST BANK OF NIGERIA [FBNBANK],STERLING BANK,",ACCESS BANK,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.25,1.0,0.125,0.5,0.375,0.75,0.875,0.625,They do not understand the grievances of customers,6,6,7,Both Digital and Traditional Channels,"Mobile App,Social Media,",Female,25 - 29,Rivers,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,Egbulem Ekelechi Rejoice,COMP_00028,NEGATIVE,passive,Early Career,Middle-High Income
28153,1,0.8571428571428571,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]UNION BANK,FIRST BANK OF NIGERIA [FBNBANK],WEMA BANK,",GUARANTY TRUST BANK [GTBANK],0.8571428571428571,0.8571428571428571,1.0,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.875,1.0,0.125,0.375,0.25,0.75,0.625,0.5,There are daily improvements,7,6,10,Both Digital and Traditional Channels,"Email,In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,Via My Organization,COMP_00602,POSITIVE,promoter,Mid-Level Professionals,Lower-Middle Income
19080,1,0.5714285714285714,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]UNION BANK,POLARIS BANK,FIRST BANK OF NIGERIA [FBNBANK],WEMA BANK,STERLING BANK,ZENITH BANK,",GUARANTY TRUST BANK [GTBANK],0.5714285714285714,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,0.75,0.125,0.625,0.5,0.875,0.375,0.25,Appreciates,4,3,3,Both Digital and Traditional Channels,"Mobile App,Email,In Writing,In Person,",Female,40 - 49,Delta,"Masters, Professorial, Doctorate, Professional Certification",Unemployed/No Earning As At Now,Nigerian,Abimbola BCCS 2024,COMP_00602,POSITIVE,detractor,Experienced Professionals,No Income / Not Earning
10782,7,0.8571428571428571,"Konga,",KONGA,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.875,0.75,0.125,0.25,0.625,1.0,0.375,0.5,Not so bad,7,6,7,Digital Channels,"Website,",Female,30 - 34,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09UJ007,COMP_00794,NEUTRAL,passive,Mid-Level Professionals,Low Income
21670,4,0.8571428571428571,"EKO Hospital, lagos,Lagoon hospital,Lagos,","EKO HOSPITAL, LAGOS",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.5,0.25,0.125,0.875,0.75,0.375,Great service,7,7,10,Traditional Channels,"In Person,",Female,35 - 39,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N500,000 - N1m",Nigerian,09PO077,COMP_00399,POSITIVE,promoter,Mid-Career,High Income
24251,4,0.8571428571428571,"EKO Hospital, lagos,Lagoon hospital,Lagos,","LAGOON HOSPITAL,LAGOS",0.8571428571428571,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.375,0.125,0.25,0.5,0.625,0.75,0.875,Good,7,5,9,Both Digital and Traditional Channels,"Text/Over the Phone,In Person,",Male,50 - 59,Kaduna,"Masters, Professorial, Doctorate, Professional Certification","N500,000 - N1m",Nigerian,EWARTS SAMUEL,COMP_00812,POSITIVE,promoter,Senior Professionals,High Income
10785,634,0.42857142857142855,"SportyBet Nigeria (SportyBet),Bet9ja Limited (Bet9ja),",SPORTYBET NIGERIA (SPORTYBET),0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.2857142857142857,1.0,0.375,0.125,0.25,0.5,0.625,0.75,0.875,Sportbet is a menas in which a lot of youths loss their life's and priority in life.,1,2,0,Digital Channels,"Text/Over the Phone,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,11M0011,COMP_01331,NEGATIVE,detractor,Early Career,Lower-Middle Income
16675,3,0.14285714285714285,ARM PENSION,ARM PENSION,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.0,0.875,0.25,0.75,0.375,0.625,0.5,0.125,this is a creative way to steal people's money as getting the fund is very stressful,6,2,2,Both Digital and Traditional Channels,"In Person,Email,Text/Over the Phone,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,1EB047,COMP_00111,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
13086,5,0.5714285714285714,"AIR PEACE,IBOM AIR,",AIR PEACE,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.875,0.625,0.125,0.75,0.5,1.0,0.375,0.25,Fair,5,5,4,Both Digital and Traditional Channels,"Email,Mobile App,Text/Over the Phone,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,"From Friend, Colleague/Family",COMP_00057,POSITIVE,detractor,Mid-Level Professionals,Middle-High Income
10788,9,0.42857142857142855,"Crunchies,",CRUNCHES,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.875,0.625,0.25,0.125,0.375,0.5,1.0,0.75,Satisfactory,6,5,8,Traditional Channels,"In Person,",Female,30 - 34,Akwa Ibom,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,8CO064,COMP_00303,POSITIVE,passive,Mid-Level Professionals,Low Income
19980,1,0.5714285714285714,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]UNION BANK,STERLING BANK,",GUARANTY TRUST BANK [GTBANK],0.7142857142857143,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.25,0.875,0.125,0.375,0.5,0.625,0.75,They can do more,7,5,6,Digital Channels,"Mobile App,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,Iwajomo Sarah BCCS2024,COMP_00602,NEUTRAL,detractor,Early Career,Middle-High Income
10790,8,0.5714285714285714,"Nigeria Immigration services (NIS),",NIGERIA IMMIGRATION SERVICES (NIS),0.5714285714285714,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.25,1.0,0.125,0.625,0.5,0.75,0.875,0.375,"Nigerian Government agencies subsector all need improvement when it comes to customer service,some of the staffs are rude,they don't have the latest machines to do their jobs effectively,price of their services have also skyrocked, there's the issue of delay. These issues should be addressed",6,3,3,Traditional Channels,"In Person,",Female,30 - 34,Edo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,7VA003,COMP_01005,NEGATIVE,detractor,Mid-Level Professionals,Income not fixed
22138,1,0.5714285714285714,"ACCESS BANK,GUARANTY TRUST BANK [GTBANK]UNION BANK,WEMA BANK,",UNION BANK,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.625,0.25,0.375,0.5,0.75,0.875,1.0,0.125,Conducive and relaxed environment,4,4,4,Digital Channels,"Website,Mobile App,Email,Text/Over the Phone,",Male,30 - 34,Adamawa,Vocational/Technical Education,Business Person/Income Not Fixed,Nigerian,5TO040,COMP_01448,POSITIVE,detractor,Mid-Level Professionals,Income not fixed
10792,8,0.42857142857142855,"Nigeria Police Force (NPF),",NIGERIA POLICE FORCE (NPF),0.14285714285714285,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.0,0.375,0.125,0.75,0.625,0.875,0.5,0.25,Is not encouraging they try to improve on their way of treating people with respect and regards,7,1,1,Both Digital and Traditional Channels,"In Writing,In Person,Text/Over the Phone,",Female,25 - 29,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_01006,NEGATIVE,detractor,Early Career,No Income / Not Earning
16790,633,0.8571428571428571,"BOWEN UNIVERSITY [BU],",BOWEN UNIVERSITY [BU],0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.625,0.125,0.25,0.375,0.5,0.75,0.875,High school fees,6,5,6,Both Digital and Traditional Channels,"Social Media,In Person,",Female,30 - 34,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N300,000 - N500,000",Nigerian,09AF024,COMP_00199,NEUTRAL,detractor,Mid-Level Professionals,Middle-High Income
