company_id,comp_inte_with,sect,sector_name
COMP_01230,"RENAISSANCE UNIVERSITY, NKANU WEST, ENUGU",633,EDUCATION
COMP_01231,RENMONEY,1,BANKING
COMP_01232,RENT BETA HOUSE,632,REAL ESTATE
COMP_01233,RESIDENCY HOTEL ENUGU,9,HOSPITALITY
COMP_01234,REVOLUTIONPLUS PROPERTIES,632,REAL ESTATE
COMP_01235,RHEMA UNIVERSITY,633,EDUCATION
COMP_01236,RIDA,5,TRANSPORTATION
COMP_01237,RIDERS,5,TRANSPORTATION
COMP_01238,RITTY,9,HOSPITALITY
COMP_01239,RIVERS JOY TRAVEL & TOURS,5,TRANSPORTATION
COMP_01240,RIVERS STATE UNIVERSITY TEACHING HOSPITAL (RSUTH),4,HEALTHCARE
COMP_01241,RIVERS STATE UNIVERSITY [RSU],633,EDUCATION
COMP_01242,ROBAN PASTRIES,9,HOSPITALITY
COMP_01243,ROCK FOUNDATION HOSPITAL,4,HEALTHCARE
COMP_01244,ROCK VIEW HOTEL OWERRI,9,HOSPITALITY
COMP_01245,ROCKVIEW HOTEL ABUJA,9,HOSPITALITY
COMP_01246,ROMCHI HOTELS,9,HOSPITALITY
COMP_01247,ROME BUSINESS SCHOOL,633,EDUCATION
COMP_01248,ROMEO'S PIZZA,9,HOSPITALITY
COMP_01249,ROTHAUGE HMO,3,INSURANCE
COMP_01250,ROYAL BIRD TOWER,9,HOSPITALITY
COMP_01251,ROYAL GARDEN KATSINA,9,HOSPITALITY
COMP_01252,ROYAL RYDERS,5,TRANSPORTATION
COMP_01253,ROYAL SPOON,9,HOSPITALITY
COMP_01254,ROYAN HOSPITAL,4,HEALTHCARE
COMP_01255,"RUTALAND AMUSEMENT PARK, PORT HARCOURT",9,HOSPITALITY
COMP_01256,SA FRAGRANCE,7,E-COMMERCE
COMP_01257,SABANA HOSPITAL,4,HEALTHCARE
COMP_01258,SABON TASHA GENERAL HOSPITAL KADUNA,4,HEALTHCARE
COMP_01259,SAFANA ASSOCIATE,632,REAL ESTATE
COMP_01260,SAFEWAY HOSPITAL,4,HEALTHCARE
COMP_01261,SAGAMA CONSTRUCTION COMPANY,632,REAL ESTATE
COMP_01262,SAHAD HOSPITAL ABUJA,4,HEALTHCARE
COMP_01263,SALLYBEST PROPERTIES,632,REAL ESTATE
COMP_01264,SAMAS HOSPITAL,4,HEALTHCARE
COMP_01265,"SAMBO CLINIC, DUTSE",4,HEALTHCARE
COMP_01266,SANDRA HOSPITAL,4,HEALTHCARE
COMP_01267,SANGOTEDO HEALTH CENTRE,4,HEALTHCARE
COMP_01268,SANLAM GENERAL INSURANCE [SANLAM],3,INSURANCE
COMP_01269,SANLAM LIFE INSURANCE [SANLAM],3,INSURANCE
COMP_01270,SAPOTO HOSPITAL KADUNA,4,HEALTHCARE
COMP_01271,SATUS HOTEL YOLA,9,HOSPITALITY
COMP_01272,SAVANNAH HOSPITAL KADUNA,4,HEALTHCARE
COMP_01273,SAVE DENTAL,4,HEALTHCARE
COMP_01274,SAVORY,9,HOSPITALITY
COMP_01275,"SCHOOL OF NURSING, AWGU, ENUGU",633,EDUCATION
COMP_01276,SCORE808TV,634,SPORTS/ ENTERTAINMENT
COMP_01277,SDA,4,HEALTHCARE
COMP_01278,SECDA,5,TRANSPORTATION
COMP_01279,SECURITY PERSONNEL AT THE AIRPORT,8,PUBLIC SECTOR
COMP_01280,"SEFCON SUITS, GWARINPA ABUJA",9,HOSPITALITY
COMP_01281,SELAR,7,E-COMMERCE
COMP_01282,SEMAN ESTATE ABUJA,632,REAL ESTATE
COMP_01283,SENTINEL,4,HEALTHCARE
COMP_01284,SHABACH HOSPITAL,4,HEALTHCARE
COMP_01285,SHAFA HOSPITAL,4,HEALTHCARE
COMP_01286,SHALLOM,9,HOSPITALITY
COMP_01287,SHALLOXVOGUE,7,E-COMMERCE
COMP_01288,SHARWAMA KING,9,HOSPITALITY
COMP_01289,SHEBOTIMO FOOD,9,HOSPITALITY
COMP_01290,SHEIN,7,E-COMMERCE
COMP_01291,SHERATON HOTEL ABUJA,9,HOSPITALITY
COMP_01292,SHIRISH HOSPITAL,4,HEALTHCARE
COMP_01293,SHODEX,9,HOSPITALITY
COMP_01294,SHOP INVERSE,7,E-COMMERCE
COMP_01295,SHOPRITE,9,HOSPITALITY
COMP_01296,SHUTTLE,5,TRANSPORTATION
COMP_01297,SIFAWA TRANSPORT,5,TRANSPORTATION
COMP_01298,"SIKIRU ADETONA COLLEGE OF EDUCATION, SCIENCE AND TECHNOLOGY",633,EDUCATION
COMP_01299,SILVERTRAVELS,5,TRANSPORTATION
COMP_01300,"SILVERTRAVELS, JOS AIRPORT [JOS]",5,TRANSPORTATION
COMP_01301,SIMEON HOSPITAL,4,HEALTHCARE
COMP_01302,SIR YAHAYA MEMORIAL HOSPITAL BIRNIN KEBBI,4,HEALTHCARE
COMP_01303,SKIPPER EYE Q HOSPITAL,4,HEALTHCARE
COMP_01304,SKYHIGH MEDICAL CENTER,4,HEALTHCARE
COMP_01305,SKYMALL,7,E-COMMERCE
COMP_01306,SKYMART,9,HOSPITALITY
COMP_01307,SLAY WITH SOSO,7,E-COMMERCE
COMP_01308,SLOT,7,E-COMMERCE
COMP_01309,SMARTCASH PAYMENT SERVICE BANK [PSB],1,BANKING
COMP_01310,SMEDAN,8,PUBLIC SECTOR
COMP_01311,SMILE NIGERIA,2,TELECOMMUNICATIONS
COMP_01312,SNUGFEET,7,E-COMMERCE
COMP_01313,SNUGFEET INTERNATIONAL LIMITED,7,E-COMMERCE
COMP_01314,SOBEL LOGISTICS AND TRAVEL,5,TRANSPORTATION
COMP_01315,SOFTEST HOTEL,9,HOSPITALITY
COMP_01316,SOFTMATION,2,TELECOMMUNICATIONS
COMP_01317,SOHO RESTAURANT,9,HOSPITALITY
COMP_01318,SOJOEE,7,E-COMMERCE
COMP_01319,SOKOTO STATE TRANSPORTATION AUTHORITY,5,TRANSPORTATION
COMP_01320,SOLID ROCK HOSITAL,4,HEALTHCARE
COMP_01321,SOLOMON LAR AMUSEMENT PARK JOS,9,HOSPITALITY
COMP_01322,SOVEREIGN TRUST INSURANCE [SOVEREIGN TRUST],3,INSURANCE
COMP_01323,SPA,9,HOSPITALITY
COMP_01324,SPECIAL HOSPITAL SOKOTO,4,HEALTHCARE
COMP_01325,"SPECIAL HOSPITAL, MAIDUGURI",4,HEALTHCARE
COMP_01326,SPECIALIST HOSPITAL YOLA,4,HEALTHCARE
COMP_01327,SPECTRANET,2,TELECOMMUNICATIONS
COMP_01328,SPEEDAF,5,TRANSPORTATION
COMP_01329,SPIRIT AIRLINES,5,TRANSPORTATION
COMP_01330,SPLASH PARK,9,HOSPITALITY
COMP_01331,SPORTYBET NIGERIA (SPORTYBET),634,SPORTS/ ENTERTAINMENT
COMP_01332,SPRINGS HOSPITAL,4,HEALTHCARE
COMP_01333,SS3 HOTEL JABI ABUJA,9,HOSPITALITY
COMP_01334,ST ATTANATIOUS HOSPITAL,4,HEALTHCARE
COMP_01335,ST DOMINIC CATHOLIC HOSPITAL IBADAN,4,HEALTHCARE
COMP_01336,ST GERALD HOSPITAL KADUNA,4,HEALTHCARE
COMP_01337,ST MARTINS HOSPITAL,4,HEALTHCARE
COMP_01338,ST MICHAEL HOSPITAL,4,HEALTHCARE
COMP_01339,ST NICHOLAS HOSPITAL,4,HEALTHCARE
COMP_01340,ST. IVES HOSPITAL,4,HEALTHCARE
COMP_01341,"ST. LUKE'S HOSPITAL, UYO",4,HEALTHCARE
COMP_01342,ST. RAPHAEL,4,HEALTHCARE
COMP_01343,ST.MARY SPECIALIST HOSPITTAL,4,HEALTHCARE
COMP_01344,STAFFANS HOTEL,9,HOSPITALITY
COMP_01345,STANBIC IBTC BANK,1,BANKING
COMP_01346,STANBIC IBTC PENSION [STANBIC],3,INSURANCE
COMP_01347,STANDARD CHARTERED BANK,1,BANKING
COMP_01348,STANEL,9,HOSPITALITY
COMP_01349,STARLINK,2,TELECOMMUNICATIONS
COMP_01350,STATE HOSPITAL OTA,4,HEALTHCARE
COMP_01351,STATE INLAND REVENUE,8,PUBLIC SECTOR
COMP_01352,STATES TRANSPORTATION,5,TRANSPORTATION
COMP_01353,STAY ALIVE,4,HEALTHCARE
COMP_01354,STEADFAST GARDEN AND RECREATION KADUNA,9,HOSPITALITY
COMP_01355,STELLAS MICROFINANCE BANK,1,BANKING
COMP_01356,STEPLENS,632,REAL ESTATE
COMP_01357,STERLING BANK,1,BANKING
COMP_01358,"STEVANS HOSPITAL, ORI-OKUTA, IKORODU",4,HEALTHCARE
COMP_01359,STICKMAN PARTY,634,SPORTS/ ENTERTAINMENT
COMP_01360,SUBOL HOSPITAL,4,HEALTHCARE
COMP_01361,SUCCESS EXPRESS TRANSPORT,5,TRANSPORTATION
COMP_01362,SUJIMOTO GROUP,632,REAL ESTATE
COMP_01363,SUNNY BRIGHT PARK MASS TRANSIT,5,TRANSPORTATION
COMP_01364,SUNSHINE HOTEL,9,HOSPITALITY
COMP_01365,SURJEN HOSPITAL,4,HEALTHCARE
COMP_01366,SWEET SENSATION,9,HOSPITALITY
COMP_01367,SYD MONIC HOSPITAL OKOTA,4,HEALTHCARE
COMP_01368,SYNLAB NIGERIA,4,HEALTHCARE
COMP_01369,T&G COLLECTION,7,E-COMMERCE
COMP_01370,TAHIR GUEST PALACE,9,HOSPITALITY
COMP_01371,TAI SOLARIN UNIVERSITY OF EDUCATION [TASUED],633,EDUCATION
COMP_01372,TAIWO EXPRESS,5,TRANSPORTATION
COMP_01373,TAJBANK,1,BANKING
COMP_01374,TAM'S PARK,9,HOSPITALITY
COMP_01375,TAMU,7,E-COMMERCE
COMP_01376,TANGERINE LIFE INSURANCE LIMITED [TANGERINE],3,INSURANCE
COMP_01377,TANTALIZER'S,9,HOSPITALITY
COMP_01378,TARABA STATE UNIVERSITY [TSU],633,EDUCATION
COMP_01379,TASTE AND GRILS,9,HOSPITALITY
COMP_01380,TASTE PALACE BIDA,9,HOSPITALITY
COMP_01381,TASTEE FRIED CHICKEN (TFC),9,HOSPITALITY
COMP_01382,TASTIA RESTAURANT,9,HOSPITALITY
COMP_01383,TASTY FINGERS,9,HOSPITALITY
COMP_01384,TATA BUS,5,TRANSPORTATION
COMP_01385,TAXI,5,TRANSPORTATION
COMP_01386,TCTC,5,TRANSPORTATION
COMP_01387,TEEKA4,7,E-COMMERCE
COMP_01388,TEJU HOSPITAL,4,HEALTHCARE
COMP_01389,TEMPLEHILL FOOD COURT IRE AKARI,9,HOSPITALITY
COMP_01390,TEMU,7,E-COMMERCE
COMP_01391,TGM,5,TRANSPORTATION
COMP_01392,THE AFRICAN CHURCH COLLEGE OF EDUCATION,633,EDUCATION
COMP_01393,THE ALTERNATIVE BANK [ALTBANK],1,BANKING
COMP_01394,THE EXCELLENT PLACE,9,HOSPITALITY
COMP_01395,THE FEDERAL CAPITAL TERRITORY [FCT],6,POWER
COMP_01396,"THE FEDERAL UNIVERSITY OF TECHNOLOGY, AKURE [FUTA]",633,EDUCATION
COMP_01397,"THE GOOD BEACH, LEKKI AJAH",9,HOSPITALITY
COMP_01398,"THE NDUBUISI PARK, IKEJA",9,HOSPITALITY
COMP_01399,THE NEST LOUNGE,9,HOSPITALITY
COMP_01400,THE PEARL HOTEL ALEX EKWUEME WAY,9,HOSPITALITY
COMP_01401,THE PLACE IKEJA,9,HOSPITALITY
COMP_01402,THE PLANT & GARDEN SHOP,7,E-COMMERCE
COMP_01403,"THE POLYTECHNIC, IBADAN",633,EDUCATION
COMP_01404,"THE POLYTECHNIC, ILE - IFE",633,EDUCATION
COMP_01405,THE SEAPRIDE,9,HOSPITALITY
COMP_01406,THE SHEPHERD MEDICAL CENTRE,4,HEALTHCARE
COMP_01407,THE VINE HOSPITAL,4,HEALTHCARE
COMP_01408,THE YOUNG SHALL GROW,5,TRANSPORTATION
COMP_01409,THE ZONE,9,HOSPITALITY
COMP_01410,THOMAS ADEWUMI UNIVERSITY,633,EDUCATION
COMP_01411,TIGER BAR,9,HOSPITALITY
COMP_01412,TIM UNITY SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_01413,TINCITY METRO,5,TRANSPORTATION
COMP_01414,TIZETI,2,TELECOMMUNICATIONS
COMP_01415,"TONA HOSPITAL, BENIN",4,HEALTHCARE
COMP_01416,TOP GALAXY HOTEL KADUNA,9,HOSPITALITY
COMP_01417,"TOP RANK HOTEL, ENUGU",9,HOSPITALITY
COMP_01418,"TOP VIEW HOTEL, ABUJA",9,HOSPITALITY
COMP_01419,TOP-UP PARADISE,9,HOSPITALITY
COMP_01420,TOPTEE,4,HEALTHCARE
COMP_01421,"TOSCANA, ASABA",9,HOSPITALITY
COMP_01422,TOTAL HEALTH TRUST HMO(THT),3,INSURANCE
COMP_01423,TOUCHHEALTHHOSPITAL,4,HEALTHCARE
COMP_01424,TOWN SERVICES BUSES,5,TRANSPORTATION
COMP_01425,TRACAS,5,TRANSPORTATION
COMP_01426,TRAIN,5,TRANSPORTATION
COMP_01427,TRANEX PLC,5,TRANSPORTATION
COMP_01428,TRANSCORP HILTON ABUJA,9,HOSPITALITY
COMP_01429,TRANSIT FROM OSHODI TO OSUN STATE,5,TRANSPORTATION
COMP_01430,TRANSPORT SERVICES LIMITED,5,TRANSPORTATION
COMP_01431,TRIBEL GLOBAL MOTORS,5,TRANSPORTATION
COMP_01432,TRICYCLE,5,TRANSPORTATION
COMP_01433,TRIMZONE,7,E-COMMERCE
COMP_01434,TROPHY HOTEL KADUNA,9,HOSPITALITY
COMP_01435,TRUST BOND,632,REAL ESTATE
COMP_01436,TRUST CHARITOS,4,HEALTHCARE
COMP_01437,TRUSTFUND PENSION [TRUSTFUND],3,INSURANCE
COMP_01438,TWEAK REAL ESTATE FIRM,632,REAL ESTATE
COMP_01439,TWINS FAJA,9,HOSPITALITY
COMP_01440,TWINSSQUAREKIDDIESANDBABYSHOP,7,E-COMMERCE
COMP_01441,UBER,5,TRANSPORTATION
COMP_01442,UBONG ABASI SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_01443,ULTIMATE HEALTH HMO,3,INSURANCE
COMP_01444,UN NEAK HOTEL,9,HOSPITALITY
COMP_01445,UNDIES. ISLAND,7,E-COMMERCE
COMP_01446,UNIFIED PAYMENT SERVICE,1,BANKING
COMP_01447,UNIMEDTH AKURE,4,HEALTHCARE
COMP_01448,UNION BANK,1,BANKING
COMP_01449,UNIQUE CAESAR,9,HOSPITALITY
COMP_01450,UNITA HOSPITAL,4,HEALTHCARE
COMP_01451,UNITED BANK FOR AFRICA [UBA],1,BANKING
COMP_01452,UNITED HEALTHCARE,3,INSURANCE
COMP_01453,UNITED NIGERIA AIRLINE,5,TRANSPORTATION
COMP_01454,UNITY BANK,1,BANKING
COMP_01455,UNITY CLINIC ABUJA,4,HEALTHCARE
COMP_01456,UNITY HOSPITAL MINNA,4,HEALTHCARE
COMP_01457,"UNITY PARK, ENUGU",9,HOSPITALITY
COMP_01458,UNIVERSAL HOTEL,9,HOSPITALITY
COMP_01459,"UNIVERSITY COLLEGE HOSPITAL, IBADAN",4,HEALTHCARE
COMP_01460,UNIVERSITY OF ABUJA TEACHING HOSPITAL,4,HEALTHCARE
COMP_01461,UNIVERSITY OF ABUJA [UNIABUJA],633,EDUCATION
COMP_01462,UNIVERSITY OF BENIN TEACHING HOSPITAL,4,HEALTHCARE
COMP_01463,UNIVERSITY OF BENIN [UNIBEN],633,EDUCATION
COMP_01464,UNIVERSITY OF CALABAR TEACHING HOSPITAL - CALABAR,4,HEALTHCARE
COMP_01465,UNIVERSITY OF CALABAR [UNICAL],633,EDUCATION
COMP_01466,UNIVERSITY OF IBADAN [UI],633,EDUCATION
COMP_01467,UNIVERSITY OF ILORIN TEACHING HOSPITAL,633,EDUCATION
COMP_01468,"UNIVERSITY OF ILORIN, KWARA STATE [UNIILORIN]",633,EDUCATION
COMP_01469,UNIVERSITY OF JOS [UNIJOS],633,EDUCATION
COMP_01470,UNIVERSITY OF LAGOS HEALTH CENTER,4,HEALTHCARE
COMP_01471,UNIVERSITY OF LAGOS [UNILAG],633,EDUCATION
COMP_01472,UNIVERSITY OF MAIDUGURI TEACHING HOSPITAL MAIDUGURI,4,HEALTHCARE
COMP_01473,UNIVERSITY OF MAIDUGURI [UNIMAID],633,EDUCATION
COMP_01474,UNIVERSITY OF MAIDUGURU TEACHING HOSPITAL MAIDUGURI,4,HEALTHCARE
COMP_01475,UNIVERSITY OF NIGERIA TEACHING HOSPITAL -ENUGU,4,HEALTHCARE
COMP_01476,"UNIVERSITY OF NIGERIA, ENUGU CAMPUS[UNEC]",633,EDUCATION
COMP_01477,"UNIVERSITY OF NIGERIA, NSUKKA MEDICAL CENTRE",4,HEALTHCARE
COMP_01478,"UNIVERSITY OF NIGERIA, NSUKKA [UNN]",633,EDUCATION
COMP_01479,UNIVERSITY OF OSUN STATE [UNIOSUN],633,EDUCATION
COMP_01480,"UNIVERSITY OF PORT HARCOURT TEACH, HOSPITAL (UPTH)",4,HEALTHCARE
COMP_01481,UNIVERSITY OF PORT HARCOURT [UNIPORT],633,EDUCATION
COMP_01482,UNIVERSITY OF UYO TEACHING HOSPITAL,4,HEALTHCARE
COMP_01483,UNIVERSITY OF UYO [UNIUYO],633,EDUCATION
COMP_01484,UNIVERSITY TEACHING HOSPITAL ADO EKITI,4,HEALTHCARE
COMP_01485,UPBEAT CENTER LEKKI,9,HOSPITALITY
COMP_01486,UPS,5,TRANSPORTATION
COMP_01487,URANUS HOMES,9,HOSPITALITY
COMP_01488,URBAN MASS TRANSPORT,5,TRANSPORTATION
COMP_01489,USMANU DANFODIYO UNIVERSITY SOKOTO [UDUS],633,EDUCATION
COMP_01490,USPLE,632,REAL ESTATE
COMP_01491,UTOPIA HOTELS AND SUITES ENUGU,9,HOSPITALITY
COMP_01492,VALE FINANCE,1,BANKING
COMP_01493,VEDIC LIFE CARE HOSPITAL,4,HEALTHCARE
COMP_01494,VELTOX,632,REAL ESTATE
COMP_01495,VENUS HOTEL KADUNA,9,HOSPITALITY
COMP_01496,"VERITAS UNIVERSITY, BWARI [VUNA]",633,EDUCATION
COMP_01497,VERITASI HOMES,632,REAL ESTATE
COMP_01498,VETA HOSPITAL,4,HEALTHCARE
COMP_01499,VFD MICROFINANCE BANK LIMITED [VBANK],1,BANKING
COMP_01500,VICLIN DIAMOND ABUJA,9,HOSPITALITY
COMP_01501,VICTORY MEDICAL CENTER,4,HEALTHCARE
COMP_01502,VILLA ANGELI HOTEL,9,HOSPITALITY
COMP_01503,VINE BRANCH HOSPITAL IBADAN,4,HEALTHCARE
COMP_01504,VINTANO HOTEL,9,HOSPITALITY
COMP_01505,VIO,8,PUBLIC SECTOR
COMP_01506,WAZIRI UMARU FEDERAL POLYTECHNIC BIRNIN KEBBI,633,EDUCATION
COMP_01507,WAZOBIA TRANSPORT SERVICES,5,TRANSPORTATION
COMP_01508,WEMA BANK,1,BANKING
COMP_01509,WENE COMPUTERS,7,E-COMMERCE
COMP_01510,WEST AFRICAN ASSOCIATION OF CUSTOMER SERVICE PROFESSIONALS [WAACSP],633,EDUCATION
COMP_01511,WEST BESTEN,9,HOSPITALITY
COMP_01512,WEST CARE SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_01513,WEST GRILLE,9,HOSPITALITY
COMP_01514,WESTBROM HOTEL,9,HOSPITALITY
COMP_01515,WESTEND HOSPITAL,4,HEALTHCARE
COMP_01516,WESTERN LOTTO,634,SPORTS/ ENTERTAINMENT
COMP_01517,WESTINE HOTEL AND SPA,9,HOSPITALITY
COMP_01518,WHISTLING PALMS BADAGRY,9,HOSPITALITY
COMP_01519,"WIGWE UNIVERSITY, RIVERS",633,EDUCATION
COMP_01520,WILD LIFE PARK JOS,9,HOSPITALITY
COMP_01521,"WILLOWWOOD HOTEL, OWERRI",9,HOSPITALITY
COMP_01522,WILLS MEMORIAL CLINIC,4,HEALTHCARE
COMP_01523,WILTON HOTEL,9,HOSPITALITY
COMP_01524,WINNER HOSPITAL,4,HEALTHCARE
COMP_01525,WINNERSGOLDBET (WGB),634,SPORTS/ ENTERTAINMENT
COMP_01526,WINTESS HOTEL,9,HOSPITALITY
COMP_01527,WITNESS GARDEN HOTEL,9,HOSPITALITY
COMP_01528,WIZZY HEYTTE,9,HOSPITALITY
COMP_01529,WOKS & KOI,9,HOSPITALITY
COMP_01530,WORLD BANK HOUSING ESTATE,632,REAL ESTATE
COMP_01531,WUSE DISTRICT HOSPITAL,4,HEALTHCARE
COMP_01532,YABA COLLEGE OF TECHNOLOGY [YABATECH],633,EDUCATION
COMP_01533,"YAKOYO ABULA, ABUJA",9,HOSPITALITY
COMP_01534,YELLOW BUSES,5,TRANSPORTATION
COMP_01535,YELLOW DOOR,9,HOSPITALITY
COMP_01536,YOBE LINE TRANSPORT,5,TRANSPORTATION
COMP_01537,YOLA ELECTRICITY DISTRIBUTION COMPANY [YEDC],6,POWER
COMP_01538,YOUNG LEGACY TRANSPORT,5,TRANSPORTATION
COMP_01539,YUSUF DANTSOHO MEMORIAL HOSPITAL,4,HEALTHCARE
COMP_01540,"YUSUF MAITAMA SULE UNIVERSITY, KANO",633,EDUCATION
COMP_01541,ZARA,9,HOSPITALITY
COMP_01542,ZEDVANCE,1,BANKING
COMP_01543,ZENITH BANK,1,BANKING
COMP_01544,ZENITH HOSPITAL,4,HEALTHCARE
COMP_01545,ZENITH INSURANCE PLC,3,INSURANCE
COMP_01546,ZENITH PRUDENTIAL LIFE INSURANCE [ZENITH PRUDENTIAL],3,INSURANCE
COMP_01547,ZEO HOSPITAL,4,HEALTHCARE
COMP_01548,ZEROS,9,HOSPITALITY
COMP_01549,ZYLUS HOMES,632,REAL ESTATE
