company_id,sector,overall_cx_score
COMP_00087,9,37.89682539682539
COMP_00088,9,88.49206349206348
COMP_00089,9,63.88888888888888
COMP_00090,9,57.53968253968253
COMP_00091,9,65.07936507936508
COMP_00092,9,66.46825396825396
COMP_00093,9,85.71428571428572
COMP_00094,633,41.269841269841265
COMP_00095,5,40.47619047619047
COMP_00096,633,81.78571428571428
COMP_00097,4,74.60317460317461
COMP_00098,4,68.25396825396824
COMP_00099,9,65.47619047619048
COMP_00100,3,78.94491129785247
COMP_00101,633,98.21428571428572
COMP_00102,4,68.84920634920634
COMP_00103,4,72.61904761904762
COMP_00104,4,54.23280423280423
COMP_00105,9,80.95238095238093
COMP_00106,9,64.28571428571429
COMP_00107,9,78.17460317460318
COMP_00108,4,99.60317460317461
COMP_00109,3,53.57142857142857
COMP_00110,5,61.520947176684885
COMP_00111,3,60.31746031746032
COMP_00112,1,0.0
COMP_00113,3,63.888888888888886
COMP_00114,9,28.571428571428566
COMP_00115,4,67.85714285714285
COMP_00116,7,74.60317460317461
COMP_00117,4,93.25396825396824
COMP_00118,9,42.85714285714285
COMP_00119,4,92.85714285714286
COMP_00120,5,86.40873015873015
COMP_00121,633,51.587301587301575
COMP_00122,632,28.57142857142857
COMP_00123,5,82.53968253968254
COMP_00124,9,100.0
COMP_00125,3,68.96825396825396
COMP_00126,4,78.57142857142857
COMP_00127,3,68.46707818930041
COMP_00128,3,70.86977648202138
COMP_00129,4,89.68253968253968
COMP_00130,4,68.25396825396827
COMP_00131,5,85.7142857142857
COMP_00132,9,44.444444444444436
COMP_00133,633,76.53489068583407
COMP_00134,9,77.38095238095238
COMP_00135,4,46.428571428571416
COMP_00136,9,78.57142857142857
COMP_00137,632,90.07936507936506
COMP_00138,1,0.0
COMP_00139,9,57.53968253968254
COMP_00140,4,78.3068783068783
COMP_00141,4,88.0952380952381
COMP_00142,9,71.42857142857143
COMP_00143,4,45.63492063492063
COMP_00144,9,80.15873015873015
COMP_00145,4,77.38095238095238
COMP_00146,634,85.71428571428572
COMP_00147,3,65.60846560846561
COMP_00148,5,82.14285714285715
COMP_00149,1,0.0
COMP_00150,633,72.68170426065163
COMP_00151,9,87.69841269841271
COMP_00152,633,56.08465608465608
COMP_00153,4,77.60141093474427
COMP_00154,4,78.57142857142857
COMP_00155,9,45.63492063492063
COMP_00156,6,79.76190476190477
COMP_00157,633,77.97619047619048
COMP_00158,9,64.28571428571428
COMP_00159,9,48.412698412698425
COMP_00160,6,50.821995464852606
COMP_00161,633,59.72222222222222
COMP_00162,5,65.14550264550263
COMP_00163,633,55.079365079365076
COMP_00164,4,59.92063492063491
COMP_00165,634,32.73809523809523
COMP_00166,634,63.875806732949584
COMP_00167,9,72.22222222222223
COMP_00168,634,76.88492063492063
COMP_00169,634,83.53174603174602
COMP_00170,634,70.25844525844526
COMP_00171,9,90.07936507936508
COMP_00172,4,71.42857142857143
COMP_00173,4,62.89682539682539
COMP_00174,5,51.851851851851855
COMP_00175,9,91.66666666666667
COMP_00176,633,67.50992063492063
COMP_00177,4,71.82539682539682
COMP_00178,4,55.95238095238095
COMP_00179,4,70.43650793650792
COMP_00180,7,85.7142857142857
COMP_00181,9,71.42857142857143
COMP_00182,9,78.57142857142857
COMP_00183,7,60.7142857142857
COMP_00184,4,95.63492063492065
COMP_00185,4,83.99470899470899
